,aX,aY,aZ,gX,gY,gZ
6535,-11.856,-4.568,-4.18,-1.759,2.045,-0.603
6536,-12.684,-4.468,-4.041,-1.505,1.886,-0.676
6537,-13.417,-4.29,-3.869,-1.255,1.644,-0.729
6538,-14.255,-4.08,-3.711,-0.938,1.217,-0.78
6539,-14.739,-3.783,-3.596,-0.721,0.837,-0.814
6540,-14.734,-1.638,-3.069,-0.071,-1.013,-0.484
6541,-14.399,-1.465,-2.878,-0.02,-1.338,-0.334
6542,-13.824,-1.331,-2.624,0.016,-1.695,-0.127
6543,-13.34,-1.326,-2.418,0.024,-1.897,0.023
6544,-12.819,-1.379,-2.212,0.025,-2.039,0.157
6545,-12.052,-1.494,-1.939,0.034,-2.13,0.298
6546,-11.449,-1.551,-1.743,0.052,-2.125,0.372
6547,-10.855,-1.542,-1.561,0.082,-2.061,0.419
6548,-10.094,-1.48,-1.35,0.133,-1.886,0.447
6549,-9.558,-1.408,-1.231,0.18,-1.699,0.444
6550,-8.926,-1.293,-1.101,0.252,-1.391,0.412
6551,-8.543,-1.183,-1.006,0.308,-1.128,0.371
6552,-8.241,-1.053,-0.915,0.363,-0.851,0.32
6553,-7.992,-0.862,-0.752,0.428,-0.478,0.242
6554,-7.91,-0.718,-0.627,0.469,-0.209,0.178
6555,-7.92,-0.575,-0.488,0.499,0.043,0.113
6556,-8.054,-0.369,-0.335,0.519,0.343,0.03
6557,-8.246,-0.225,-0.225,0.518,0.534,-0.027
6558,-8.475,-0.086,-0.096,0.503,0.694,-0.079
6559,-8.844,0.072,0.077,0.462,0.855,-0.135
6560,-9.16,0.158,0.22,0.416,0.933,-0.167
6561,-9.582,0.239,0.412,0.335,0.985,-0.198
6562,-9.883,0.273,0.546,0.259,0.987,-0.213
6563,-10.156,0.297,0.651,0.173,0.962,-0.22
6564,-10.463,0.302,0.747,0.043,0.894,-0.219
6565,-10.645,0.302,0.814,-0.063,0.825,-0.211
6566,-10.774,0.306,0.891,-0.171,0.743,-0.197
6567,-10.879,0.297,1.015,-0.317,0.619,-0.17
6568,-10.908,0.278,1.116,-0.424,0.516,-0.145
6569,-10.87,0.244,1.231,-0.527,0.409,-0.118
6570,-10.779,0.182,1.36,-0.655,0.267,-0.082
6571,-10.673,0.12,1.437,-0.745,0.165,-0.058
6572,-10.554,0.034,1.499,-0.828,0.072,-0.037
6573,-10.367,-0.11,1.561,-0.93,-0.033,-0.019
6574,-10.223,-0.239,1.609,-0.999,-0.093,-0.013
6575,-10.027,-0.441,1.652,-1.084,-0.145,-0.017
6576,-9.878,-0.594,1.69,-1.141,-0.163,-0.028
6577,-9.749,-0.747,1.743,-1.193,-0.165,-0.047
6578,-9.601,-0.948,1.82,-1.255,-0.144,-0.08
6579,-9.515,-1.087,1.872,-1.295,-0.113,-0.11
6580,-9.452,-1.508,2.088,-1.385,0.153,-0.248
6581,-9.519,-1.58,2.112,-1.385,0.222,-0.268
6582,-9.61,-1.647,2.126,-1.38,0.292,-0.284
6583,-9.749,-1.738,2.121,-1.37,0.383,-0.296
6584,-9.869,-1.815,2.107,-1.359,0.446,-0.3
6585,-10.036,-1.92,2.054,-1.343,0.524,-0.297
6586,-10.166,-1.997,2.011,-1.33,0.573,-0.29
6587,-10.29,-2.073,1.978,-1.316,0.613,-0.277
6588,-10.444,-2.16,1.939,-1.295,0.649,-0.253
6589,-10.539,-2.217,1.906,-1.275,0.659,-0.23
6590,-10.611,-2.274,1.887,-1.253,0.655,-0.203
6591,-10.678,-2.356,1.858,-1.22,0.625,-0.162
6592,-10.707,-2.418,1.81,-1.192,0.585,-0.129
6593,-10.697,-2.48,1.753,-1.152,0.51,-0.085
6594,-10.673,-2.519,1.709,-1.118,0.441,-0.051
6595,-10.625,-2.543,1.662,-1.083,0.363,-0.017
6596,-10.539,-2.567,1.604,-1.034,0.251,0.027
6597,-10.463,-2.557,1.571,-0.996,0.166,0.058
6598,-10.372,-2.538,1.537,-0.958,0.083,0.088
6599,-10.257,-2.509,1.523,-0.907,-0.02,0.126
6600,-10.166,-2.476,1.523,-0.869,-0.088,0.151
6601,-10.036,-2.433,1.494,-0.821,-0.163,0.179
6602,-9.946,-2.404,1.484,-0.786,-0.202,0.195
6603,-9.85,-2.38,1.465,-0.752,-0.226,0.207
6604,-9.73,-2.365,1.446,-0.708,-0.235,0.214
6605,-9.629,-2.356,1.446,-0.677,-0.225,0.212
6606,-9.538,-2.356,1.451,-0.647,-0.204,0.205
6607,-9.433,-2.356,1.456,-0.609,-0.16,0.186
6608,-9.371,-2.356,1.465,-0.581,-0.117,0.165
6609,-9.313,-2.365,1.465,-0.554,-0.069,0.14
6610,-9.266,-2.37,1.47,-0.521,0.001,0.101
6611,-9.246,-2.365,1.465,-0.496,0.055,0.069
6612,-9.242,-2.346,1.47,-0.463,0.124,0.026
6613,-9.256,-2.327,1.48,-0.439,0.17,-0.006
6614,-9.28,-2.313,1.508,-0.414,0.209,-0.036
6615,-9.323,-2.289,1.542,-0.381,0.246,-0.071
6616,-9.357,-2.279,1.571,-0.356,0.261,-0.093
6617,-9.395,-2.27,1.604,-0.331,0.267,-0.111
6618,-9.428,-2.255,1.614,-0.298,0.26,-0.128
6619,-9.448,-2.241,1.599,-0.271,0.244,-0.135
6620,-9.457,-2.188,1.566,-0.236,0.213,-0.132
6621,-9.29,-1.954,1.264,-0.214,0.095,-0.034
6622,-9.227,-1.877,1.178,-0.23,0.075,0.001
6623,-9.136,-1.786,1.106,-0.254,0.055,0.053
6624,-9.06,-1.748,1.063,-0.269,0.045,0.094
6625,-8.959,-1.733,1.025,-0.282,0.036,0.142
6626,-8.897,-1.753,1.001,-0.284,0.032,0.171
6627,-8.83,-1.796,0.972,-0.278,0.031,0.192
6628,-8.763,-1.877,0.919,-0.259,0.036,0.204
6629,-8.729,-1.944,0.867,-0.239,0.046,0.199
6630,-8.715,-2.002,0.8,-0.218,0.061,0.185
6631,-8.724,-2.035,0.709,-0.19,0.091,0.152
6632,-8.768,-2.04,0.646,-0.171,0.121,0.121
6633,-8.825,-2.011,0.589,-0.157,0.156,0.087
6634,-8.94,-1.935,0.522,-0.144,0.208,0.043
6635,-9.041,-1.858,0.479,-0.141,0.25,0.014
6636,-9.141,-1.776,0.431,-0.142,0.291,-0.011
6637,-9.28,-1.671,0.402,-0.152,0.342,-0.035
6638,-9.395,-1.599,0.393,-0.163,0.374,-0.045
6639,-9.529,-1.508,0.402,-0.183,0.404,-0.049
6640,-9.61,-1.451,0.426,-0.199,0.414,-0.048
6641,-9.682,-1.408,0.46,-0.217,0.41,-0.041
6642,-9.749,-1.374,0.517,-0.24,0.385,-0.028
6643,-9.778,-1.355,0.565,-0.256,0.35,-0.017
6644,-9.783,-1.341,0.618,-0.27,0.301,-0.005
6645,-9.74,-1.336,0.694,-0.286,0.219,0.012
6646,-9.677,-1.336,0.747,-0.294,0.146,0.023
6647,-9.558,-1.346,0.804,-0.301,0.039,0.036
6648,-9.443,-1.355,0.857,-0.304,-0.044,0.044
6649,-9.318,-1.365,0.895,-0.304,-0.128,0.051
6650,-9.122,-1.384,0.939,-0.302,-0.235,0.056
6651,-8.959,-1.389,0.977,-0.299,-0.308,0.057
6652,-8.792,-1.398,0.991,-0.296,-0.371,0.056
6653,-8.557,-1.413,1.001,-0.291,-0.439,0.051
6654,-8.389,-1.422,1.006,-0.287,-0.474,0.044
6655,-8.169,-1.432,1.02,-0.282,-0.496,0.032
6656,-8.016,-1.432,1.015,-0.278,-0.495,0.021
6657,-7.882,-1.437,1.01,-0.276,-0.478,0.009
6658,-7.738,-1.441,0.986,-0.274,-0.433,-0.008
6659,-7.642,-1.446,0.967,-0.273,-0.381,-0.022
6660,-7.58,-1.451,0.943,-0.275,-0.318,-0.037
6661,-7.532,-1.451,0.915,-0.28,-0.217,-0.056
6662,-7.527,-1.446,0.871,-0.287,-0.133,-0.069
6663,-7.556,-1.441,0.828,-0.298,-0.011,-0.086
6664,-7.599,-1.441,0.814,-0.309,0.083,-0.095
6665,-7.657,-1.437,0.785,-0.322,0.177,-0.102
6666,-7.781,-1.427,0.737,-0.341,0.298,-0.107
6667,-7.901,-1.417,0.709,-0.355,0.382,-0.108
6668,-8.035,-1.408,0.68,-0.37,0.459,-0.105
6669,-8.241,-1.398,0.656,-0.388,0.547,-0.095
6670,-8.399,-1.393,0.642,-0.4,0.599,-0.084
6671,-8.614,-1.393,0.637,-0.415,0.648,-0.066
6672,-9.232,-1.446,0.603,-0.434,0.658,0.022
6673,-9.371,-1.475,0.584,-0.43,0.619,0.052
6674,-9.457,-1.494,0.565,-0.423,0.58,0.074
6675,-9.524,-1.518,0.532,-0.414,0.534,0.095
6676,-9.577,-1.551,0.512,-0.397,0.466,0.12
6677,-9.596,-1.571,0.508,-0.381,0.411,0.138
6678,-9.596,-1.599,0.503,-0.362,0.354,0.152
6679,-9.567,-1.623,0.508,-0.332,0.278,0.168
6680,-9.529,-1.633,0.498,-0.306,0.221,0.177
6681,-9.467,-1.647,0.488,-0.276,0.168,0.184
6682,-9.357,-1.657,0.455,-0.232,0.103,0.188
6683,-9.266,-1.652,0.426,-0.194,0.06,0.187
6684,-9.165,-1.642,0.412,-0.155,0.023,0.184
6685,-9.031,-1.633,0.393,-0.097,-0.016,0.176
6686,-8.921,-1.614,0.378,-0.05,-0.037,0.167
6687,-8.787,-1.58,0.359,0.016,-0.055,0.151
6688,-8.691,-1.556,0.35,0.066,-0.06,0.138
6689,-8.605,-1.528,0.33,0.118,-0.058,0.124
6690,-8.509,-1.489,0.297,0.186,-0.044,0.103
6691,-8.452,-1.456,0.273,0.235,-0.026,0.086
6692,-8.394,-1.413,0.244,0.281,-0.001,0.069
6693,-8.365,-1.365,0.215,0.339,0.04,0.047
6694,-8.356,-1.326,0.187,0.377,0.077,0.03
6695,-8.351,-1.288,0.153,0.41,0.116,0.015
6696,-8.38,-1.235,0.134,0.445,0.171,-0.002
6697,-8.408,-1.192,0.11,0.466,0.214,-0.013
6698,-8.452,-1.144,0.072,0.481,0.256,-0.023
6699,-8.523,-1.082,0.029,0.492,0.31,-0.031
6700,-8.586,-1.03,0.014,0.495,0.347,-0.033
6701,-8.657,-0.962,0.014,0.495,0.379,-0.033
6702,-8.753,-0.876,0.01,0.486,0.411,-0.026
6703,-8.839,-0.804,0.005,0.474,0.426,-0.016
6704,-8.95,-0.713,0.0,0.452,0.433,0.001
6705,-9.021,-0.656,0.005,0.43,0.428,0.017
6706,-9.084,-0.603,0.01,0.404,0.415,0.034
6707,-9.16,-0.536,0.014,0.361,0.387,0.057
6708,-9.208,-0.498,-0.005,0.323,0.359,0.076
6709,-9.256,-0.474,-0.014,0.282,0.327,0.093
6710,-9.294,-0.436,-0.029,0.221,0.281,0.113
6711,-9.313,-0.421,-0.024,0.171,0.244,0.126
6712,-9.323,-0.412,-0.014,0.118,0.207,0.136
6713,-9.323,-0.417,-0.005,0.046,0.155,0.144
6714,-9.309,-0.417,0.005,-0.009,0.116,0.146
6715,-9.294,-0.417,0.034,-0.065,0.078,0.146
6716,-9.251,-0.421,0.072,-0.137,0.028,0.14
6717,-9.208,-0.426,0.105,-0.189,-0.007,0.132
6718,-9.136,-0.441,0.158,-0.256,-0.052,0.118
6719,-9.069,-0.455,0.215,-0.302,-0.084,0.105
6720,-8.993,-0.469,0.273,-0.345,-0.114,0.089
6721,-8.892,-0.479,0.34,-0.397,-0.149,0.067
6722,-8.806,-0.488,0.383,-0.433,-0.171,0.048
6723,-8.72,-0.512,0.426,-0.465,-0.191,0.029
6724,-8.595,-0.546,0.488,-0.502,-0.211,0.003
6725,-8.504,-0.575,0.527,-0.526,-0.22,-0.017
6726,-8.394,-0.618,0.57,-0.553,-0.226,-0.043
6727,-8.313,-0.646,0.594,-0.569,-0.226,-0.062
6728,-8.231,-0.675,0.632,-0.581,-0.221,-0.081
6729,-8.126,-0.723,0.704,-0.592,-0.209,-0.105
6730,-8.045,-0.757,0.747,-0.596,-0.197,-0.121
6731,-7.934,-0.804,0.804,-0.594,-0.177,-0.14
6732,-7.848,-0.843,0.848,-0.587,-0.159,-0.153
6733,-7.762,-0.886,0.895,-0.575,-0.142,-0.166
6734,-7.652,-0.948,0.939,-0.553,-0.119,-0.179
6735,-7.307,-1.159,1.068,-0.424,-0.053,-0.203
6736,-7.197,-1.211,1.101,-0.368,-0.037,-0.203
6737,-7.12,-1.245,1.12,-0.321,-0.026,-0.202
6738,-7.053,-1.283,1.13,-0.272,-0.016,-0.196
6739,-6.967,-1.331,1.164,-0.202,-0.003,-0.187
6740,-6.9,-1.36,1.178,-0.146,0.005,-0.178
6741,-6.819,-1.403,1.192,-0.068,0.016,-0.164
6742,-6.756,-1.427,1.202,-0.009,0.024,-0.151
6743,-6.699,-1.456,1.216,0.052,0.034,-0.137
6744,-6.622,-1.499,1.231,0.134,0.049,-0.117
6745,-6.565,-1.518,1.235,0.196,0.061,-0.102
6746,-6.512,-1.537,1.226,0.256,0.076,-0.085
6747,-6.431,-1.551,1.221,0.336,0.097,-0.063
6748,-6.373,-1.561,1.216,0.395,0.115,-0.045
6749,-6.321,-1.556,1.221,0.454,0.134,-0.027
6750,-6.235,-1.547,1.211,0.529,0.161,-0.003
6751,-6.172,-1.537,1.207,0.583,0.181,0.016
6752,-6.1,-1.523,1.178,0.653,0.208,0.042
6753,-6.033,-1.508,1.149,0.705,0.229,0.06
6754,-5.976,-1.489,1.13,0.753,0.248,0.078
6755,-5.904,-1.46,1.097,0.814,0.274,0.101
6756,-5.851,-1.437,1.082,0.858,0.293,0.117
6757,-5.808,-1.417,1.053,0.9,0.312,0.133
6758,-5.751,-1.379,1.015,0.951,0.337,0.152
6759,-5.713,-1.341,0.991,0.986,0.355,0.165
6760,-5.684,-1.312,0.953,1.021,0.372,0.177
6761,-5.646,-1.274,0.934,1.062,0.393,0.19
6762,-5.622,-1.24,0.91,1.091,0.407,0.199
6763,-5.602,-1.207,0.886,1.118,0.42,0.207
6764,-5.559,-1.164,0.857,1.151,0.435,0.214
6765,-5.531,-1.135,0.824,1.175,0.444,0.218
6766,-5.497,-1.097,0.79,1.195,0.451,0.22
6767,-5.468,-1.039,0.752,1.22,0.458,0.221
6768,-5.454,-0.996,0.718,1.234,0.462,0.221
6769,-5.459,-0.948,0.699,1.246,0.462,0.22
6770,-5.464,-0.881,0.646,1.255,0.46,0.218
6771,-5.478,-0.838,0.589,1.257,0.457,0.216
6772,-5.502,-0.79,0.541,1.255,0.454,0.214
6773,-5.555,-0.733,0.464,1.243,0.452,0.209
6774,-5.607,-0.69,0.412,1.226,0.453,0.205
6775,-5.684,-0.646,0.35,1.203,0.457,0.199
6776,-5.799,-0.608,0.259,1.162,0.469,0.19
6777,-5.909,-0.584,0.196,1.122,0.483,0.182
6778,-6.033,-0.565,0.139,1.076,0.503,0.172
6779,-6.239,-0.555,0.057,1.003,0.539,0.159
6780,-6.416,-0.565,0.005,0.941,0.574,0.147
6781,-6.613,-0.579,-0.057,0.873,0.616,0.135
6782,-6.9,-0.622,-0.129,0.773,0.679,0.116
6783,-7.14,-0.67,-0.182,0.691,0.734,0.101
6784,-7.393,-0.723,-0.235,0.607,0.792,0.084
6785,-7.757,-0.795,-0.297,0.488,0.875,0.063
6786,-8.045,-0.857,-0.35,0.397,0.939,0.046
6787,-8.346,-0.929,-0.393,0.306,1.003,0.031
6788,-8.748,-1.01,-0.474,0.187,1.087,0.013
6789,-9.05,-1.073,-0.527,0.101,1.148,0.001
6790,-9.347,-1.14,-0.594,0.018,1.206,-0.007
6791,-9.716,-1.231,-0.68,-0.082,1.279,-0.015
6792,-9.974,-1.302,-0.728,-0.149,1.323,-0.018
6793,-10.295,-1.393,-0.757,-0.227,1.36,-0.018
6794,-10.511,-1.46,-0.776,-0.275,1.368,-0.015
6795,-10.702,-1.523,-0.79,-0.315,1.354,-0.008
6796,-10.898,-1.599,-0.8,-0.354,1.3,0.005
6797,-11.018,-1.652,-0.79,-0.372,1.231,0.018
6798,-11.119,-1.709,-0.766,-0.384,1.1,0.038
6799,-11.143,-1.748,-0.737,-0.382,0.973,0.056
6800,-11.133,-1.767,-0.699,-0.372,0.825,0.074
6801,-11.071,-1.805,-0.656,-0.347,0.6,0.099
6802,-10.487,-1.824,-0.555,-0.193,-0.219,0.161
6803,-10.209,-1.82,-0.536,-0.129,-0.456,0.171
6804,-9.979,-1.796,-0.512,-0.077,-0.618,0.173
6805,-9.725,-1.772,-0.498,-0.023,-0.762,0.172
6806,-9.371,-1.738,-0.474,0.051,-0.925,0.164
6807,-9.098,-1.709,-0.46,0.107,-1.022,0.154
6808,-8.82,-1.676,-0.445,0.164,-1.096,0.14
6809,-8.452,-1.628,-0.426,0.237,-1.159,0.114
6810,-8.179,-1.585,-0.412,0.29,-1.179,0.091
6811,-7.834,-1.523,-0.388,0.355,-1.172,0.054
6812,-7.58,-1.475,-0.383,0.4,-1.142,0.023
6813,-7.345,-1.422,-0.378,0.439,-1.091,-0.011
6814,-7.068,-1.355,-0.359,0.484,-0.994,-0.057
6815,-6.876,-1.317,-0.34,0.509,-0.903,-0.092
6816,-6.665,-1.255,-0.311,0.535,-0.763,-0.14
6817,-6.555,-1.216,-0.302,0.547,-0.648,-0.174
6818,-6.474,-1.183,-0.292,0.553,-0.526,-0.206
6819,-6.393,-1.13,-0.287,0.554,-0.359,-0.244
6820,-6.369,-1.092,-0.287,0.551,-0.233,-0.269
6821,-6.388,-1.044,-0.287,0.539,-0.069,-0.295
6822,-6.431,-1.001,-0.292,0.526,0.047,-0.307
6823,-6.493,-0.962,-0.287,0.512,0.154,-0.314
6824,-6.594,-0.919,-0.287,0.49,0.279,-0.316
6825,-6.689,-0.876,-0.287,0.471,0.357,-0.311
6826,-6.776,-0.843,-0.283,0.449,0.419,-0.3
6827,-6.91,-0.804,-0.268,0.42,0.477,-0.278
6828,-7.001,-0.79,-0.273,0.395,0.5,-0.257
6829,-7.116,-0.766,-0.273,0.359,0.505,-0.224
6830,-7.187,-0.752,-0.278,0.33,0.488,-0.196
6831,-7.24,-0.737,-0.287,0.3,0.457,-0.166
6832,-7.264,-0.723,-0.311,0.258,0.394,-0.126
6833,-7.24,-0.723,-0.306,0.226,0.333,-0.096
6834,-7.187,-0.723,-0.321,0.194,0.261,-0.066
6835,-7.077,-0.728,-0.326,0.153,0.15,-0.03
6836,-6.958,-0.737,-0.321,0.125,0.058,-0.005
6837,-6.804,-0.742,-0.302,0.098,-0.039,0.017
6838,-6.57,-0.752,-0.273,0.07,-0.176,0.043
6839,-6.378,-0.747,-0.244,0.055,-0.281,0.057
6840,-6.086,-0.742,-0.201,0.043,-0.421,0.072
6841,-5.851,-0.733,-0.158,0.04,-0.522,0.079
6842,-5.607,-0.718,-0.124,0.044,-0.618,0.083
6843,-4.29,-0.651,-0.005,0.115,-0.941,0.057
6844,-3.989,-0.637,0.005,0.137,-0.978,0.043
6845,-3.577,-0.603,0.024,0.165,-1.011,0.019
6846,-3.27,-0.579,0.029,0.185,-1.024,-0.001
6847,-2.95,-0.541,0.029,0.205,-1.028,-0.023
6848,-2.528,-0.474,0.005,0.231,-1.02,-0.053
6849,-2.207,-0.417,0.005,0.249,-1.008,-0.077
6850,-1.781,-0.33,-0.01,0.273,-0.987,-0.107
6851,-1.456,-0.249,-0.019,0.292,-0.97,-0.129
6852,-1.125,-0.158,-0.024,0.311,-0.955,-0.149
6853,-0.69,-0.019,-0.019,0.338,-0.94,-0.172
6854,-0.359,0.086,-0.024,0.358,-0.936,-0.186
6855,0.072,0.244,-0.038,0.387,-0.941,-0.201
6856,0.397,0.359,-0.043,0.409,-0.952,-0.21
6857,0.709,0.464,-0.053,0.429,-0.969,-0.216
6858,1.111,0.613,-0.072,0.453,-1.0,-0.222
6859,1.398,0.713,-0.086,0.468,-1.028,-0.225
6860,1.676,0.814,-0.11,0.478,-1.056,-0.227
6861,2.03,0.939,-0.148,0.483,-1.093,-0.229
6862,2.279,1.025,-0.172,0.479,-1.115,-0.232
6863,2.509,1.106,-0.206,0.468,-1.129,-0.235
6864,2.787,1.192,-0.278,0.44,-1.129,-0.241
6865,2.964,1.24,-0.34,0.409,-1.111,-0.247
6866,3.117,1.269,-0.397,0.371,-1.074,-0.255
6867,3.247,1.293,-0.445,0.307,-0.993,-0.269
6868,3.285,1.288,-0.479,0.251,-0.907,-0.282
6869,3.261,1.269,-0.493,0.165,-0.762,-0.3
6870,3.165,1.24,-0.493,0.096,-0.63,-0.316
6871,3.012,1.192,-0.469,0.023,-0.481,-0.332
6872,2.715,1.106,-0.412,-0.08,-0.261,-0.353
6873,2.442,1.025,-0.35,-0.158,-0.085,-0.368
6874,2.112,0.939,-0.263,-0.236,0.097,-0.383
6875,1.599,0.8,-0.144,-0.338,0.342,-0.401
6876,1.173,0.694,-0.057,-0.412,0.524,-0.411
6877,0.723,0.57,0.019,-0.482,0.703,-0.419
6878,0.072,0.393,0.105,-0.573,0.933,-0.426
6879,-0.441,0.249,0.158,-0.639,1.098,-0.428
6880,-0.967,0.096,0.196,-0.702,1.257,-0.426
6881,-1.705,-0.12,0.239,-0.782,1.457,-0.418
6882,-2.27,-0.283,0.259,-0.837,1.595,-0.408
6883,-3.036,-0.512,0.287,-0.906,1.761,-0.388
6884,-3.62,-0.685,0.306,-0.952,1.869,-0.368
6885,-4.204,-0.862,0.33,-0.992,1.964,-0.347
6886,-4.994,-1.111,0.35,-1.036,2.067,-0.313
6887,-5.583,-1.302,0.364,-1.061,2.126,-0.285
6888,-6.163,-1.499,0.388,-1.078,2.167,-0.254
6889,-6.914,-1.753,0.431,-1.087,2.195,-0.212
6890,-7.441,-1.939,0.469,-1.082,2.195,-0.179
6891,-8.097,-2.174,0.464,-1.059,2.167,-0.131
6892,-8.533,-2.332,0.455,-1.029,2.128,-0.095
6893,-8.921,-2.471,0.445,-0.988,2.074,-0.056
6894,-9.366,-2.638,0.431,-0.916,1.974,-0.001
6895,-9.634,-2.744,0.426,-0.849,1.88,0.043
6896,-9.855,-2.83,0.436,-0.771,1.768,0.09
6897,-10.08,-2.892,0.488,-0.651,1.59,0.155
6898,-10.171,-2.931,0.45,-0.552,1.438,0.207
6899,-10.209,-2.959,0.393,-0.445,1.278,0.259
6900,-9.855,-2.94,0.235,0.106,0.444,0.475
6901,-9.711,-2.897,0.192,0.221,0.263,0.51
6902,-9.534,-2.811,0.12,0.364,0.034,0.548
6903,-9.4,-2.729,0.067,0.462,-0.121,0.57
6904,-9.285,-2.619,0.01,0.549,-0.259,0.586
6905,-9.141,-2.452,-0.053,0.646,-0.408,0.598
6906,-9.055,-2.313,-0.115,0.704,-0.49,0.599
6907,-8.945,-2.107,-0.23,0.761,-0.549,0.593
6908,-8.878,-1.939,-0.297,0.789,-0.555,0.583
6909,-8.815,-1.767,-0.364,0.804,-0.53,0.568
6910,-8.772,-1.537,-0.417,0.805,-0.452,0.543
6911,-8.763,-1.369,-0.441,0.792,-0.366,0.521
6912,-8.772,-1.197,-0.445,0.771,-0.262,0.496
6913,-8.82,-0.977,-0.441,0.73,-0.104,0.459
6914,-8.878,-0.814,-0.421,0.69,0.022,0.431
6915,-8.964,-0.666,-0.393,0.646,0.148,0.401
6916,-9.088,-0.474,-0.364,0.581,0.308,0.359
6917,-9.184,-0.354,-0.35,0.53,0.416,0.327
6918,-9.323,-0.215,-0.321,0.459,0.536,0.281
6919,-9.409,-0.139,-0.297,0.405,0.603,0.246
6920,-9.486,-0.072,-0.278,0.351,0.648,0.208
6921,-9.572,-0.005,-0.211,0.281,0.671,0.155
6922,-9.634,0.014,-0.168,0.229,0.66,0.114
6923,-9.682,0.024,-0.124,0.178,0.624,0.072
6924,-9.72,0.029,-0.072,0.116,0.542,0.017
6925,-9.764,-0.053,-0.024,0.072,0.457,-0.025
6926,-9.855,-0.263,0.077,0.032,0.353,-0.086
6927,-9.926,-0.469,0.187,-0.0,0.183,-0.21
6928,-9.941,-0.536,0.263,-0.001,0.04,-0.315
6929,-9.936,-0.584,0.345,0.014,-0.11,-0.42
6930,-9.922,-0.709,0.45,0.057,-0.311,-0.552
6931,-9.898,-0.809,0.508,0.101,-0.457,-0.643
6932,-9.859,-0.996,0.579,0.166,-0.633,-0.752
6933,-9.826,-1.164,0.594,0.21,-0.746,-0.823
6934,-9.783,-1.341,0.584,0.242,-0.835,-0.884
6935,-9.73,-1.58,0.541,0.262,-0.913,-0.949
6936,-9.687,-1.757,0.479,0.26,-0.936,-0.985
6937,-9.658,-1.911,0.412,0.243,-0.929,-1.009
6938,-9.62,-2.093,0.34,0.206,-0.874,-1.02
6939,-9.61,-2.212,0.283,0.173,-0.801,-1.011
6940,-9.596,-2.346,0.22,0.13,-0.669,-0.977
6941,-9.601,-2.428,0.172,0.102,-0.55,-0.934
6942,-9.615,-2.509,0.148,0.082,-0.422,-0.875
6943,-9.644,-2.605,0.139,0.072,-0.245,-0.778
6944,-9.677,-2.682,0.134,0.079,-0.117,-0.694
6945,-9.701,-2.744,0.134,0.097,0.002,-0.6
6946,-9.735,-2.806,0.105,0.139,0.141,-0.464
6947,-9.759,-2.844,0.101,0.181,0.227,-0.358
6948,-9.778,-2.878,0.105,0.248,0.314,-0.213
6949,-9.797,-2.911,0.105,0.305,0.357,-0.104
6950,-9.811,-2.935,0.105,0.367,0.382,0.002
6951,-9.835,-2.974,0.101,0.457,0.391,0.135
6952,-9.864,-2.978,0.077,0.527,0.382,0.226
6953,-9.84,-2.911,-0.029,0.594,0.366,0.308
6954,-9.979,-3.294,0.034,0.71,0.352,0.403
6955,-10.127,-3.577,0.158,0.839,0.331,0.42
6956,-10.276,-3.783,0.306,1.029,0.29,0.409
6957,-10.511,-3.979,0.421,1.354,0.219,0.361
6958,-10.664,-4.056,0.369,1.62,0.164,0.307
6959,-10.817,-4.051,0.211,1.877,0.127,0.245
6960,-10.98,-3.931,-0.168,2.172,0.117,0.168
6961,-11.09,-3.764,-0.536,2.341,0.151,0.126
6962,-11.856,-2.356,-2.088,2.41,0.74,0.205
6963,-12.086,-1.963,-2.26,2.296,0.916,0.287
6964,-12.321,-1.566,-2.375,2.159,1.09,0.389
6965,-12.661,-1.058,-2.389,1.962,1.3,0.548
6966,-12.895,-0.704,-2.404,1.817,1.432,0.678
6967,-13.111,-0.369,-2.409,1.686,1.535,0.812
6968,-13.345,0.024,-2.322,1.546,1.621,0.98
6969,-13.465,0.259,-2.318,1.467,1.641,1.097
6970,-13.513,0.445,-2.409,1.413,1.63,1.197
6971,-13.522,0.618,-2.49,1.374,1.57,1.295
6972,-13.489,0.69,-2.538,1.362,1.488,1.334
6973,-13.422,0.747,-2.619,1.357,1.374,1.343
6974,-13.326,0.8,-2.758,1.348,1.184,1.306
6975,-13.264,0.833,-2.887,1.332,1.019,1.242
6976,-13.211,0.857,-3.012,1.305,0.845,1.149
6977,-13.163,0.862,-3.136,1.246,0.606,0.986
6978,-13.168,0.857,-3.16,1.183,0.427,0.838
6979,-13.197,0.814,-3.146,1.077,0.197,0.613
6980,-13.235,0.771,-3.136,0.984,0.038,0.427
6981,-13.283,0.718,-3.127,0.881,-0.102,0.236
6982,-13.35,0.642,-3.122,0.735,-0.248,-0.022
6983,-13.408,0.575,-3.093,0.623,-0.324,-0.211
6984,-13.47,0.522,-3.041,0.51,-0.367,-0.388
6985,-13.551,0.441,-2.969,0.364,-0.372,-0.599
6986,-13.613,0.373,-2.902,0.259,-0.34,-0.733
6987,-13.671,0.292,-2.84,0.157,-0.278,-0.845
6988,-13.738,0.163,-2.806,0.026,-0.158,-0.956
6989,-13.776,0.038,-2.801,-0.07,-0.044,-1.008
6990,-13.819,-0.148,-2.854,-0.193,0.129,-1.039
6991,-13.867,-0.311,-2.854,-0.28,0.266,-1.036
6992,-13.92,-0.484,-2.792,-0.361,0.399,-1.009
