,aX,aY,aZ,gX,gY,gZ
14252,-9.127,-1.863,-0.91,-0.014,0.166,0.153
14253,-9.127,-1.844,-0.895,-0.025,0.147,0.15
14254,-9.127,-1.829,-0.891,-0.036,0.122,0.147
14255,-9.108,-1.805,-0.891,-0.051,0.082,0.14
14256,-9.074,-1.781,-0.895,-0.064,0.047,0.135
14257,-9.021,-1.762,-0.9,-0.081,-0.004,0.128
14258,-8.983,-1.743,-0.9,-0.094,-0.045,0.122
14259,-8.935,-1.733,-0.9,-0.107,-0.088,0.115
14260,-8.863,-1.714,-0.895,-0.125,-0.144,0.105
14261,-8.811,-1.695,-0.905,-0.138,-0.184,0.099
14262,-8.739,-1.666,-0.919,-0.154,-0.234,0.09
14263,-8.681,-1.647,-0.929,-0.166,-0.266,0.082
14264,-8.619,-1.618,-0.929,-0.177,-0.294,0.076
14265,-8.533,-1.585,-0.943,-0.189,-0.324,0.068
14266,-8.471,-1.566,-0.939,-0.197,-0.34,0.062
14267,-8.408,-1.561,-0.934,-0.205,-0.352,0.054
14268,-8.332,-1.537,-0.943,-0.213,-0.359,0.045
14269,-8.294,-1.528,-0.948,-0.219,-0.359,0.038
14270,-8.222,-1.508,-0.948,-0.226,-0.351,0.027
14271,-8.183,-1.494,-0.953,-0.231,-0.34,0.019
14272,-8.15,-1.489,-0.967,-0.237,-0.325,0.011
14273,-8.116,-1.484,-0.953,-0.244,-0.301,0.0
14274,-8.092,-1.48,-0.943,-0.248,-0.282,-0.007
14275,-8.059,-1.47,-0.929,-0.253,-0.255,-0.016
14276,-8.04,-1.465,-0.915,-0.258,-0.235,-0.022
14277,-8.021,-1.46,-0.9,-0.262,-0.217,-0.027
14278,-8.001,-1.456,-0.886,-0.266,-0.195,-0.032
14279,-7.997,-1.446,-0.867,-0.269,-0.181,-0.035
14280,-7.997,-1.408,-0.814,-0.279,-0.139,-0.031
14281,-8.006,-1.408,-0.795,-0.28,-0.134,-0.027
14282,-8.016,-1.398,-0.8,-0.284,-0.128,-0.022
14283,-8.03,-1.393,-0.809,-0.287,-0.124,-0.018
14284,-8.04,-1.384,-0.814,-0.291,-0.119,-0.012
14285,-8.049,-1.379,-0.809,-0.294,-0.115,-0.008
14286,-8.054,-1.379,-0.819,-0.298,-0.111,-0.004
14287,-8.049,-1.384,-0.824,-0.303,-0.105,0.001
14288,-8.045,-1.384,-0.824,-0.307,-0.1,0.004
14289,-8.045,-1.374,-0.814,-0.311,-0.095,0.007
14290,-8.04,-1.365,-0.804,-0.315,-0.092,0.009
14291,-8.025,-1.36,-0.795,-0.317,-0.09,0.011
14292,-8.021,-1.346,-0.795,-0.32,-0.088,0.013
14293,-8.011,-1.331,-0.785,-0.322,-0.087,0.015
14294,-8.001,-1.326,-0.776,-0.323,-0.085,0.016
14295,-7.982,-1.312,-0.766,-0.323,-0.084,0.017
14296,-7.968,-1.293,-0.757,-0.322,-0.085,0.017
14297,-7.949,-1.279,-0.747,-0.32,-0.086,0.017
14298,-7.925,-1.274,-0.742,-0.319,-0.086,0.015
14299,-7.901,-1.264,-0.733,-0.318,-0.088,0.014
14300,-7.882,-1.25,-0.723,-0.316,-0.09,0.01
14301,-7.872,-1.245,-0.713,-0.315,-0.091,0.005
14302,-7.858,-1.235,-0.709,-0.315,-0.093,-0.001
14303,-7.863,-1.231,-0.713,-0.316,-0.093,-0.007
14304,-7.867,-1.221,-0.709,-0.318,-0.093,-0.013
14305,-7.877,-1.216,-0.704,-0.322,-0.09,-0.024
14306,-7.882,-1.216,-0.699,-0.328,-0.086,-0.032
14307,-7.896,-1.221,-0.699,-0.338,-0.078,-0.044
14308,-7.91,-1.221,-0.713,-0.347,-0.07,-0.053
14309,-7.92,-1.221,-0.718,-0.358,-0.059,-0.064
14310,-7.973,-1.259,-0.728,-0.424,-0.008,-0.11
14311,-7.997,-1.264,-0.728,-0.44,0.001,-0.119
14312,-8.021,-1.274,-0.733,-0.46,0.011,-0.13
14313,-8.03,-1.274,-0.728,-0.473,0.017,-0.137
14314,-8.035,-1.288,-0.718,-0.49,0.022,-0.145
14315,-8.04,-1.293,-0.709,-0.501,0.025,-0.151
14316,-8.049,-1.302,-0.699,-0.511,0.025,-0.156
14317,-8.059,-1.322,-0.694,-0.522,0.023,-0.161
14318,-8.059,-1.331,-0.699,-0.528,0.018,-0.164
14319,-8.054,-1.346,-0.685,-0.534,0.01,-0.167
14320,-8.045,-1.355,-0.675,-0.537,0.001,-0.168
14321,-8.035,-1.36,-0.666,-0.537,-0.008,-0.169
14322,-8.025,-1.369,-0.67,-0.534,-0.022,-0.168
14323,-8.006,-1.374,-0.646,-0.53,-0.033,-0.167
14324,-7.987,-1.369,-0.618,-0.521,-0.049,-0.165
14325,-7.968,-1.369,-0.599,-0.511,-0.062,-0.164
14326,-7.934,-1.369,-0.575,-0.499,-0.073,-0.163
14327,-7.877,-1.379,-0.57,-0.479,-0.087,-0.163
14328,-7.824,-1.389,-0.56,-0.464,-0.098,-0.162
14329,-7.752,-1.393,-0.555,-0.44,-0.11,-0.163
14330,-7.695,-1.384,-0.546,-0.42,-0.118,-0.164
14331,-7.633,-1.379,-0.541,-0.4,-0.126,-0.166
14332,-7.547,-1.369,-0.522,-0.371,-0.135,-0.169
14333,-7.489,-1.36,-0.517,-0.349,-0.141,-0.172
14334,-7.403,-1.346,-0.488,-0.319,-0.149,-0.178
14335,-7.35,-1.336,-0.46,-0.296,-0.155,-0.182
14336,-7.283,-1.317,-0.445,-0.273,-0.159,-0.186
14337,-7.197,-1.293,-0.431,-0.242,-0.164,-0.193
14338,-7.13,-1.274,-0.412,-0.219,-0.167,-0.198
14339,-6.828,-1.183,-0.369,-0.107,-0.17,-0.228
14340,-6.761,-1.159,-0.354,-0.084,-0.171,-0.235
14341,-6.68,-1.13,-0.335,-0.051,-0.173,-0.243
14342,-6.618,-1.111,-0.321,-0.027,-0.175,-0.249
14343,-6.536,-1.082,-0.306,0.005,-0.179,-0.257
14344,-6.479,-1.053,-0.297,0.028,-0.183,-0.262
14345,-6.421,-1.03,-0.278,0.051,-0.188,-0.268
14346,-6.325,-1.001,-0.259,0.081,-0.197,-0.275
14347,-6.249,-0.982,-0.249,0.102,-0.204,-0.281
14348,-6.167,-0.962,-0.235,0.122,-0.213,-0.285
14349,-6.081,-0.929,-0.215,0.147,-0.226,-0.292
14350,-6.005,-0.915,-0.192,0.164,-0.236,-0.297
14351,-5.909,-0.891,-0.163,0.186,-0.251,-0.304
14352,-5.827,-0.886,-0.129,0.2,-0.262,-0.309
14353,-5.756,-0.867,-0.096,0.213,-0.273,-0.313
14354,-5.65,-0.852,-0.057,0.23,-0.289,-0.321
14355,-5.583,-0.838,-0.034,0.242,-0.3,-0.327
14356,-5.483,-0.828,0.014,0.256,-0.312,-0.335
14357,-5.406,-0.819,0.048,0.265,-0.321,-0.341
14358,-5.325,-0.814,0.086,0.274,-0.328,-0.348
14359,-5.224,-0.824,0.134,0.284,-0.334,-0.358
14360,-5.143,-0.833,0.168,0.288,-0.338,-0.365
14361,-5.066,-0.838,0.192,0.293,-0.339,-0.373
14362,-4.946,-0.843,0.235,0.296,-0.337,-0.383
14363,-4.865,-0.852,0.273,0.298,-0.332,-0.391
14364,-4.755,-0.867,0.316,0.299,-0.321,-0.4
14365,-4.673,-0.867,0.354,0.299,-0.309,-0.406
14366,-4.597,-0.862,0.388,0.298,-0.295,-0.411
14367,-4.492,-0.876,0.436,0.298,-0.27,-0.415
14368,-4.429,-0.886,0.46,0.297,-0.249,-0.418
14369,-4.377,-0.895,0.484,0.296,-0.224,-0.419
14370,-4.314,-0.915,0.503,0.294,-0.185,-0.419
14371,-4.271,-0.924,0.522,0.293,-0.153,-0.418
14372,-4.233,-0.939,0.546,0.29,-0.104,-0.414
14373,-4.223,-0.962,0.56,0.286,-0.065,-0.41
14374,-4.214,-0.991,0.57,0.283,-0.022,-0.405
14375,-4.219,-1.034,0.579,0.278,0.039,-0.398
14376,-4.238,-1.063,0.584,0.273,0.088,-0.392
14377,-4.271,-1.101,0.575,0.268,0.138,-0.384
14378,-4.338,-1.154,0.584,0.26,0.209,-0.374
14379,-4.678,-1.369,0.575,0.229,0.456,-0.332
14380,-4.812,-1.456,0.551,0.219,0.536,-0.315
14381,-4.927,-1.508,0.527,0.21,0.594,-0.301
14382,-5.042,-1.58,0.517,0.202,0.651,-0.285
14383,-5.2,-1.666,0.498,0.193,0.722,-0.262
14384,-5.325,-1.733,0.488,0.187,0.772,-0.242
14385,-5.444,-1.796,0.488,0.182,0.817,-0.219
14386,-5.612,-1.887,0.479,0.177,0.87,-0.187
14387,-5.741,-1.958,0.455,0.177,0.905,-0.16
14388,-5.866,-2.03,0.431,0.178,0.935,-0.132
14389,-6.024,-2.116,0.378,0.185,0.97,-0.091
14390,-6.139,-2.184,0.33,0.192,0.992,-0.058
14391,-6.297,-2.279,0.273,0.208,1.017,-0.013
14392,-6.412,-2.342,0.235,0.224,1.034,0.021
14393,-6.522,-2.399,0.182,0.241,1.049,0.057
14394,-6.67,-2.471,0.105,0.27,1.069,0.105
14395,-6.78,-2.514,0.053,0.296,1.083,0.141
14396,-6.886,-2.543,0.005,0.324,1.096,0.177
14397,-7.025,-2.586,-0.062,0.364,1.11,0.224
14398,-7.125,-2.614,-0.115,0.397,1.118,0.258
14399,-7.216,-2.638,-0.172,0.432,1.124,0.29
14400,-7.331,-2.667,-0.249,0.478,1.126,0.331
14401,-7.417,-2.677,-0.306,0.513,1.124,0.36
14402,-7.494,-2.677,-0.369,0.548,1.118,0.386
14403,-7.59,-2.658,-0.464,0.594,1.104,0.418
14404,-7.661,-2.643,-0.527,0.625,1.089,0.438
14405,-7.733,-2.61,-0.603,0.655,1.072,0.456
14406,-7.834,-2.576,-0.718,0.692,1.043,0.474
14407,-7.906,-2.538,-0.79,0.715,1.02,0.484
14408,-8.011,-2.476,-0.9,0.741,0.988,0.493
14409,-8.107,-2.418,-0.986,0.754,0.963,0.496
14410,-8.203,-2.361,-1.073,0.763,0.938,0.497
14411,-8.341,-2.289,-1.192,0.767,0.908,0.492
14412,-8.447,-2.236,-1.279,0.762,0.887,0.485
14413,-8.552,-2.179,-1.36,0.751,0.869,0.476
14414,-8.71,-2.102,-1.475,0.727,0.85,0.458
14415,-8.825,-2.04,-1.551,0.702,0.837,0.441
14416,-8.926,-1.978,-1.623,0.671,0.825,0.422
14417,-9.074,-1.901,-1.719,0.621,0.808,0.394
14418,-9.179,-1.844,-1.796,0.579,0.794,0.371
14419,-9.27,-1.791,-1.858,0.533,0.777,0.346
14420,-9.39,-1.729,-1.925,0.464,0.749,0.312
14421,-9.471,-1.686,-1.968,0.41,0.722,0.285
14422,-9.548,-1.647,-2.006,0.332,0.679,0.249
14423,-9.601,-1.618,-2.021,0.273,0.638,0.222
14424,-9.629,-1.59,-2.03,0.21,0.589,0.195
14425,-9.634,-1.551,-2.016,0.126,0.509,0.16
14426,-9.61,-1.528,-1.978,0.063,0.437,0.135
14427,-9.558,-1.504,-1.925,-0.001,0.355,0.111
14428,-9.443,-1.47,-1.853,-0.084,0.228,0.083
14429,-9.323,-1.456,-1.786,-0.144,0.121,0.065
14430,-9.17,-1.432,-1.709,-0.201,0.003,0.049
14431,-8.926,-1.403,-1.599,-0.271,-0.167,0.031
14432,-8.71,-1.379,-1.513,-0.318,-0.302,0.02
14433,-8.384,-1.346,-1.379,-0.372,-0.488,0.008
14434,-8.107,-1.322,-1.279,-0.405,-0.631,-0.001
14435,-7.805,-1.298,-1.168,-0.431,-0.772,-0.009
14436,-7.384,-1.264,-1.015,-0.456,-0.959,-0.019
14437,-7.034,-1.235,-0.891,-0.467,-1.093,-0.026
14438,-6.541,-1.202,-0.713,-0.472,-1.265,-0.038
14439,-6.148,-1.183,-0.584,-0.469,-1.39,-0.049
14440,-4.075,-1.154,-0.072,-0.409,-1.85,-0.125
14441,-3.601,-1.164,0.019,-0.389,-1.907,-0.147
14442,-3.122,-1.168,0.105,-0.368,-1.947,-0.171
14443,-2.495,-1.178,0.201,-0.338,-1.973,-0.203
14444,-2.04,-1.188,0.254,-0.314,-1.971,-0.229
14445,-1.456,-1.178,0.311,-0.282,-1.938,-0.261
14446,-1.049,-1.164,0.345,-0.257,-1.894,-0.283
14447,-0.666,-1.144,0.373,-0.231,-1.831,-0.303
14448,-0.192,-1.106,0.393,-0.197,-1.717,-0.324
14449,0.11,-1.068,0.402,-0.171,-1.612,-0.336
14450,0.46,-1.015,0.412,-0.137,-1.446,-0.344
14451,0.67,-0.958,0.412,-0.111,-1.305,-0.344
14452,0.838,-0.91,0.412,-0.086,-1.152,-0.339
14453,0.982,-0.838,0.45,-0.055,-0.934,-0.324
14454,1.025,-0.781,0.527,-0.032,-0.768,-0.306
14455,1.053,-0.733,0.512,-0.009,-0.603,-0.284
14456,1.034,-0.67,0.488,0.021,-0.384,-0.249
14457,0.982,-0.627,0.464,0.041,-0.225,-0.218
14458,0.867,-0.575,0.455,0.065,-0.026,-0.175
14459,0.761,-0.536,0.45,0.08,0.111,-0.141
14460,0.627,-0.498,0.436,0.091,0.235,-0.107
14461,0.421,-0.46,0.426,0.1,0.379,-0.061
14462,0.259,-0.426,0.431,0.102,0.47,-0.028
14463,0.077,-0.388,0.455,0.101,0.545,0.004
14464,-0.172,-0.34,0.464,0.095,0.623,0.043
14465,-0.369,-0.316,0.474,0.087,0.666,0.07
14466,-0.56,-0.287,0.474,0.078,0.698,0.094
14467,-0.814,-0.273,0.474,0.065,0.724,0.121
14468,-1.006,-0.268,0.464,0.053,0.735,0.138
14469,-1.211,-0.278,0.464,0.04,0.739,0.151
14470,-1.484,-0.302,0.479,0.02,0.739,0.162
14471,-1.69,-0.335,0.484,0.002,0.737,0.165
14472,-1.906,-0.364,0.488,-0.018,0.737,0.165
14473,-2.203,-0.417,0.455,-0.049,0.743,0.161
14474,-2.437,-0.46,0.412,-0.076,0.755,0.155
14475,-2.672,-0.512,0.373,-0.105,0.776,0.147
14476,-3.007,-0.603,0.297,-0.149,0.819,0.135
14477,-3.27,-0.685,0.244,-0.189,0.862,0.124
14478,-3.543,-0.795,0.196,-0.234,0.915,0.111
14479,-3.941,-0.967,0.11,-0.304,0.998,0.091
14480,-4.257,-1.116,0.038,-0.363,1.068,0.073
14481,-4.592,-1.274,-0.034,-0.428,1.144,0.053
14482,-5.09,-1.504,-0.115,-0.521,1.254,0.023
14483,-5.497,-1.681,-0.177,-0.592,1.339,-0.003
14484,-6.076,-1.906,-0.225,-0.687,1.452,-0.038
14485,-6.546,-2.073,-0.263,-0.757,1.536,-0.065
14486,-7.039,-2.236,-0.311,-0.823,1.618,-0.093
14487,-7.724,-2.442,-0.397,-0.905,1.723,-0.128
14488,-8.25,-2.591,-0.469,-0.962,1.796,-0.154
14489,-8.954,-2.772,-0.579,-1.029,1.884,-0.185
14490,-9.476,-2.883,-0.67,-1.072,1.938,-0.206
14491,-9.984,-2.983,-0.766,-1.11,1.98,-0.223
14492,-10.616,-3.065,-0.891,-1.15,2.008,-0.237
14493,-11.042,-3.093,-0.962,-1.171,2.002,-0.239
14494,-12.311,-3.031,-1.211,-1.167,1.607,-0.137
14495,-12.402,-2.978,-1.207,-1.139,1.43,-0.094
14496,-12.44,-2.878,-1.188,-1.085,1.144,-0.029
14497,-12.407,-2.796,-1.164,-1.032,0.9,0.023
14498,-12.335,-2.715,-1.144,-0.972,0.636,0.077
14499,-12.196,-2.605,-1.12,-0.88,0.269,0.145
14500,-12.067,-2.523,-1.082,-0.805,-0.008,0.192
14501,-11.918,-2.442,-1.058,-0.729,-0.276,0.233
14502,-11.708,-2.351,-1.053,-0.628,-0.608,0.274
14503,-11.54,-2.289,-1.058,-0.553,-0.824,0.293
14504,-11.305,-2.227,-1.073,-0.459,-1.063,0.301
14505,-11.128,-2.188,-1.077,-0.395,-1.2,0.292
14506,-10.956,-2.155,-1.082,-0.333,-1.297,0.271
14507,-10.731,-2.121,-1.058,-0.259,-1.374,0.223
14508,-10.578,-2.093,-1.02,-0.208,-1.388,0.173
14509,-10.4,-2.078,-0.986,-0.145,-1.355,0.091
14510,-10.281,-2.073,-0.967,-0.102,-1.296,0.018
14511,-10.171,-2.069,-0.962,-0.063,-1.21,-0.062
14512,-10.075,-2.064,-0.986,-0.018,-1.06,-0.178
14513,-10.032,-2.059,-1.01,0.012,-0.926,-0.267
14514,-10.036,-2.04,-1.049,0.047,-0.728,-0.384
14515,-10.08,-2.016,-1.082,0.069,-0.569,-0.467
14516,-10.132,-1.987,-1.125,0.088,-0.408,-0.544
14517,-10.247,-1.954,-1.211,0.109,-0.197,-0.633
14518,-10.367,-1.925,-1.302,0.121,-0.045,-0.688
14519,-10.554,-1.877,-1.446,0.13,0.143,-0.742
14520,-11.439,-1.662,-1.935,0.101,0.588,-0.744
14521,-11.693,-1.618,-2.025,0.082,0.646,-0.708
14522,-12.033,-1.556,-2.126,0.051,0.696,-0.642
14523,-12.297,-1.528,-2.193,0.026,0.713,-0.583
14524,-12.641,-1.508,-2.251,-0.007,0.709,-0.494
14525,-12.881,-1.518,-2.26,-0.033,0.687,-0.424
14526,-13.106,-1.542,-2.241,-0.053,0.65,-0.353
14527,-13.393,-1.599,-2.169,-0.074,0.579,-0.263
14528,-13.604,-1.662,-2.093,-0.084,0.513,-0.201
14529,-13.867,-1.781,-1.949,-0.086,0.407,-0.131
14530,-14.025,-1.901,-1.834,-0.079,0.318,-0.092
14531,-14.164,-2.045,-1.743,-0.065,0.224,-0.067
14532,-14.284,-2.255,-1.709,-0.037,0.102,-0.058
14533,-14.317,-2.409,-1.748,-0.011,0.018,-0.068
14534,-14.313,-2.595,-1.839,0.034,-0.071,-0.105
14535,-14.269,-2.71,-1.939,0.073,-0.12,-0.146
14536,-14.226,-2.796,-2.04,0.116,-0.153,-0.193
14537,-14.159,-2.873,-2.164,0.179,-0.172,-0.262
14538,-14.116,-2.916,-2.251,0.227,-0.169,-0.316
14539,-14.083,-2.945,-2.346,0.276,-0.153,-0.367
14540,-14.064,-2.959,-2.49,0.335,-0.111,-0.427
14541,-14.083,-2.983,-2.629,0.376,-0.064,-0.465
14542,-14.126,-3.002,-2.84,0.419,0.018,-0.503
14543,-14.183,-3.012,-3.002,0.442,0.094,-0.52
14544,-14.265,-3.017,-3.151,0.458,0.177,-0.528
14545,-14.413,-3.031,-3.309,0.468,0.297,-0.522
14546,-14.533,-3.031,-3.4,0.469,0.386,-0.506
14547,-14.662,-3.021,-3.457,0.466,0.468,-0.48
14548,-15.06,-3.041,-3.567,0.454,0.659,-0.28
14549,-15.083,-3.045,-3.582,0.456,0.646,-0.233
14550,-15.083,-3.06,-3.543,0.464,0.597,-0.175
14551,-15.064,-3.084,-3.481,0.473,0.535,-0.139
14552,-15.026,-3.146,-3.4,0.489,0.421,-0.103
14553,-14.983,-3.208,-3.323,0.505,0.317,-0.088
14554,-14.954,-3.29,-3.237,0.522,0.202,-0.083
14555,-14.935,-3.414,-3.079,0.55,0.04,-0.096
14556,-14.945,-3.5,-2.954,0.575,-0.082,-0.117
14557,-14.945,-3.582,-2.878,0.6,-0.196,-0.146
14558,-14.849,-3.668,-3.141,0.639,-0.309,-0.195
14559,-14.624,-3.783,-3.749,0.671,-0.336,-0.238
14560,-14.011,-3.936,-5.406,0.714,-0.236,-0.307
14561,-13.46,-3.955,-7.082,0.746,-0.016,-0.363
14562,-12.924,-3.874,-8.882,0.786,0.343,-0.417
14563,-12.316,-3.615,-11.181,0.861,1.026,-0.474
14564,-12.043,-3.304,-12.507,0.938,1.655,-0.497
14565,-12.019,-2.935,-13.532,1.034,2.339,-0.495
14566,-12.464,-2.423,-13.891,1.187,3.258,-0.448
14567,-13.25,-2.193,-13.288,1.308,3.852,-0.378
14568,-15.131,-2.179,-11.262,1.458,4.366,-0.26
14569,-17.267,-2.054,-8.844,1.55,4.366,-0.157
14570,-19.704,-1.748,-6.766,1.624,4.366,-0.034
14571,-23.013,-1.255,-6.0,1.692,4.151,0.163
14572,-25.493,-1.173,-6.618,1.725,3.922,0.315
14573,-27.926,-1.623,-6.919,1.731,3.736,0.432
14574,-30.516,-2.969,-6.091,1.699,3.41,0.47
14575,-31.541,-4.171,-4.913,1.645,2.994,0.386
14576,-31.527,-5.483,-3.275,1.544,2.123,0.151
14577,-30.785,-5.966,-2.126,1.453,1.242,-0.074
14578,-25.589,-3.304,3.414,1.102,-4.365,-0.585
14579,-24.177,-2.662,4.022,1.052,-4.366,-0.515
14580,-22.664,-2.174,4.592,0.981,-4.366,-0.415
14581,-20.552,-1.786,5.478,0.821,-4.366,-0.255
14582,-18.79,-1.791,6.249,0.631,-4.366,-0.132
14583,-16.798,-2.025,6.847,0.363,-4.366,-0.023
14584,-12.967,-2.169,6.46,-0.164,-4.366,0.103
14585,-9.208,-2.38,4.089,-0.749,-4.366,0.196
14586,-4.161,-3.266,0.407,-1.672,-4.366,0.338
14587,-1.173,-4.377,-0.91,-2.367,-4.366,0.46
14588,0.977,-5.698,-1.077,-2.994,-4.366,0.596
14589,2.71,-7.594,-0.848,-3.639,-2.743,0.781
14590,3.409,-8.902,-0.972,-3.944,-1.417,0.9
14591,3.778,-9.965,-1.317,-4.102,-0.303,0.978
14592,3.917,-11.2,-1.815,-4.139,0.91,0.999
14593,3.701,-12.067,-2.179,-4.085,1.645,0.951
14594,3.194,-12.785,-2.557,-3.992,2.259,0.846
14595,2.083,-13.427,-3.184,-3.832,2.933,0.623
14596,0.919,-13.671,-3.539,-3.677,3.36,0.398
14597,-1.135,-13.68,-3.534,-3.389,3.855,0.031
14598,-3.151,-13.379,-3.175,-3.081,4.173,-0.274
14599,-5.55,-12.819,-2.667,-2.681,4.366,-0.576
14600,-9.146,-11.779,-2.112,-2.0,4.366,-0.925
14601,-12.091,-10.98,-1.805,-1.392,4.366,-1.116
14602,-15.026,-10.247,-1.657,-0.727,4.366,-1.229
14603,-18.536,-9.448,-1.805,0.18,4.366,-1.252
14604,-20.667,-8.973,-2.126,0.826,4.366,-1.177
14605,-22.659,-8.428,-2.935,1.585,4.366,-0.974
14606,-23.569,-8.035,-3.534,2.046,4.366,-0.76
14607,-24.09,-7.671,-3.797,2.4,4.341,-0.509
14608,-24.296,-7.178,-3.668,2.711,3.583,-0.146
14609,-24.157,-6.766,-3.448,2.836,2.829,0.132
14610,-23.755,-6.144,-3.079,2.892,1.635,0.492
14611,-23.387,-5.617,-2.581,2.874,0.643,0.75
14612,-20.6,-3.405,-1.144,2.54,-3.576,1.676
14613,-19.283,-2.749,-0.833,2.394,-4.366,1.87
14614,-18.177,-2.255,-0.675,2.266,-4.366,1.986
14615,-16.577,-1.566,-0.417,2.076,-4.366,2.104
14616,-15.251,-1.058,-0.192,1.92,-4.366,2.166
14617,-13.815,-0.632,-0.11,1.755,-4.366,2.202
14618,-11.808,-0.158,-0.053,1.53,-4.366,2.203
14619,-10.252,0.158,-0.12,1.358,-4.366,2.169
14620,-8.744,0.412,-0.268,1.181,-4.366,2.105
14621,-6.737,0.651,-0.943,0.945,-4.366,1.973
14622,-5.353,0.747,-1.551,0.776,-4.346,1.847
14623,-4.142,0.804,-2.093,0.62,-3.657,1.697
14624,-2.878,0.838,-2.634,0.44,-2.643,1.468
14625,-2.184,0.795,-3.026,0.325,-1.852,1.279
14626,-1.585,0.622,-3.601,0.197,-0.792,1.007
14627,-1.379,0.441,-3.95,0.117,-0.012,0.789
14628,-1.398,0.235,-4.156,0.051,0.734,0.561
14629,-1.776,-0.067,-4.252,-0.016,1.649,0.244
14630,-2.322,-0.306,-4.195,-0.053,2.257,0.003
14631,-3.084,-0.512,-4.017,-0.08,2.785,-0.238
14632,-4.353,-0.699,-3.768,-0.106,3.349,-0.548
14633,-5.478,-0.704,-3.677,-0.116,3.672,-0.76
14634,-7.14,-0.594,-3.73,-0.118,3.985,-1.004
14635,-8.456,-0.474,-3.831,-0.112,4.138,-1.153
14636,-9.802,-0.359,-3.931,-0.103,4.22,-1.27
14637,-11.53,-0.225,-4.147,-0.093,4.21,-1.371
14638,-12.718,-0.182,-4.377,-0.095,4.11,-1.408
14639,-14.083,-0.22,-4.731,-0.118,3.856,-1.413
14640,-14.959,-0.283,-5.066,-0.158,3.58,-1.387
14641,-15.711,-0.369,-5.406,-0.222,3.241,-1.339
14642,-16.534,-0.488,-5.775,-0.344,2.703,-1.244
14643,-17.004,-0.555,-5.986,-0.46,2.247,-1.153
14644,-17.344,-0.613,-6.129,-0.592,1.757,-1.047
14645,-17.583,-0.67,-6.23,-0.782,1.073,-0.886
14646,-17.602,-0.685,-6.211,-0.927,0.555,-0.755
14647,-17.42,-0.694,-6.067,-1.107,-0.129,-0.573
14648,-15.495,-0.8,-5.042,-1.496,-2.009,-0.028
14649,-14.619,-0.881,-4.659,-1.544,-2.418,0.094
14650,-13.901,-0.972,-4.377,-1.56,-2.662,0.166
14651,-13.149,-1.087,-4.08,-1.559,-2.852,0.218
14652,-12.124,-1.255,-3.692,-1.535,-3.024,0.255
14653,-11.358,-1.384,-3.409,-1.506,-3.096,0.26
14654,-10.357,-1.566,-3.041,-1.456,-3.122,0.238
14655,-9.634,-1.719,-2.758,-1.414,-3.095,0.203
14656,-8.95,-1.872,-2.504,-1.367,-3.034,0.152
14657,-8.112,-2.069,-2.212,-1.301,-2.901,0.067
14658,-7.547,-2.212,-2.011,-1.25,-2.767,-0.007
14659,-6.876,-2.394,-1.805,-1.181,-2.549,-0.115
14660,-6.464,-2.514,-1.671,-1.129,-2.356,-0.2
14661,-6.129,-2.619,-1.556,-1.078,-2.143,-0.285
14662,-5.823,-2.729,-1.369,-1.009,-1.833,-0.393
14663,-5.684,-2.796,-1.255,-0.957,-1.589,-0.467
14664,-5.622,-2.863,-1.135,-0.888,-1.25,-0.554
14665,-5.674,-2.911,-1.053,-0.837,-0.989,-0.607
14666,-5.789,-2.954,-0.982,-0.788,-0.727,-0.648
14667,-6.038,-2.988,-0.905,-0.727,-0.379,-0.681
14668,-6.287,-3.021,-0.886,-0.684,-0.121,-0.691
14669,-6.704,-3.055,-0.852,-0.636,0.212,-0.681
14670,-7.058,-3.079,-0.814,-0.605,0.449,-0.658
14671,-7.436,-3.112,-0.809,-0.58,0.67,-0.621
14672,-7.963,-3.16,-0.8,-0.555,0.936,-0.553
14673,-8.361,-3.208,-0.814,-0.543,1.109,-0.489
14674,-8.902,-3.275,-0.833,-0.536,1.297,-0.389
14675,-9.294,-3.333,-0.848,-0.537,1.405,-0.306
14676,-9.673,-3.385,-0.857,-0.541,1.484,-0.217
14677,-11.066,-3.515,-0.876,-0.571,1.456,0.211
14678,-11.267,-3.529,-0.857,-0.573,1.374,0.295
14679,-11.478,-3.524,-0.828,-0.572,1.233,0.399
14680,-11.583,-3.51,-0.814,-0.569,1.109,0.468
14681,-11.665,-3.481,-0.79,-0.559,0.926,0.547
14682,-11.669,-3.457,-0.771,-0.548,0.782,0.595
14683,-11.65,-3.428,-0.761,-0.536,0.637,0.633
14684,-11.569,-3.385,-0.747,-0.516,0.447,0.668
14685,-11.473,-3.357,-0.733,-0.499,0.311,0.682
14686,-11.353,-3.328,-0.713,-0.482,0.184,0.686
14687,-11.162,-3.285,-0.666,-0.459,0.03,0.678
14688,-10.994,-3.251,-0.632,-0.443,-0.07,0.663
14689,-10.755,-3.189,-0.599,-0.42,-0.183,0.631
14690,-10.573,-3.146,-0.575,-0.404,-0.25,0.601
14691,-10.381,-3.103,-0.56,-0.388,-0.301,0.567
14692,-10.108,-3.041,-0.56,-0.367,-0.345,0.516
14693,-9.917,-3.012,-0.546,-0.351,-0.361,0.476
14694,-9.73,-2.978,-0.527,-0.335,-0.364,0.434
14695,-9.491,-2.954,-0.498,-0.316,-0.352,0.377
14696,-9.323,-2.945,-0.474,-0.301,-0.333,0.334
