,aX,aY,aZ,gX,gY,gZ
474,-9.438,-1.657,0.091,0.487,-0.506,-0.304
475,-9.495,-1.671,0.067,0.48,-0.456,-0.311
476,-9.572,-1.7,0.048,0.47,-0.4,-0.316
477,-9.697,-1.729,0.034,0.454,-0.316,-0.321
478,-9.811,-1.748,0.019,0.442,-0.248,-0.323
479,-9.998,-1.776,-0.005,0.423,-0.157,-0.322
480,-10.161,-1.8,-0.024,0.407,-0.089,-0.319
481,-10.348,-1.824,-0.057,0.391,-0.022,-0.314
482,-10.621,-1.848,-0.11,0.368,0.063,-0.305
483,-10.831,-1.872,-0.148,0.35,0.12,-0.295
484,-11.052,-1.887,-0.187,0.331,0.173,-0.284
485,-12.115,-1.973,-0.383,0.242,0.325,-0.208
486,-12.33,-1.978,-0.426,0.225,0.336,-0.188
487,-12.594,-1.968,-0.464,0.201,0.337,-0.159
488,-12.771,-1.954,-0.479,0.184,0.326,-0.134
489,-12.957,-1.944,-0.575,0.161,0.299,-0.101
490,-13.058,-1.92,-0.618,0.146,0.27,-0.076
491,-13.135,-1.911,-0.622,0.131,0.23,-0.051
492,-13.187,-1.887,-0.618,0.114,0.157,-0.02
493,-13.197,-1.858,-0.622,0.104,0.089,0.001
494,-13.173,-1.824,-0.618,0.095,0.01,0.021
495,-13.091,-1.776,-0.627,0.085,-0.108,0.043
496,-13.005,-1.743,-0.618,0.079,-0.205,0.057
497,-12.89,-1.705,-0.608,0.074,-0.307,0.068
498,-12.684,-1.642,-0.594,0.067,-0.445,0.078
499,-12.503,-1.599,-0.565,0.061,-0.547,0.083
500,-12.234,-1.532,-0.546,0.051,-0.675,0.085
501,-12.019,-1.494,-0.517,0.042,-0.763,0.083
502,-11.775,-1.441,-0.503,0.03,-0.842,0.08
503,-11.444,-1.379,-0.469,0.012,-0.93,0.071
504,-11.195,-1.341,-0.441,-0.003,-0.982,0.062
505,-10.946,-1.302,-0.407,-0.021,-1.02,0.052
506,-10.625,-1.264,-0.35,-0.047,-1.049,0.037
507,-10.391,-1.231,-0.297,-0.068,-1.055,0.023
508,-10.08,-1.197,-0.244,-0.097,-1.043,0.004
509,-9.859,-1.178,-0.206,-0.121,-1.018,-0.011
510,-9.663,-1.159,-0.163,-0.145,-0.982,-0.026
511,-9.414,-1.135,-0.11,-0.179,-0.915,-0.047
512,-9.251,-1.125,-0.072,-0.204,-0.853,-0.063
513,-9.069,-1.116,-0.043,-0.24,-0.757,-0.084
514,-8.954,-1.111,-0.014,-0.267,-0.676,-0.098
515,-8.72,-1.192,0.081,-0.391,-0.259,-0.151
516,-8.734,-1.221,0.101,-0.417,-0.173,-0.158
517,-8.777,-1.25,0.115,-0.442,-0.092,-0.164
518,-8.854,-1.283,0.129,-0.475,0.004,-0.169
519,-8.94,-1.317,0.134,-0.498,0.067,-0.171
520,-9.069,-1.355,0.148,-0.527,0.137,-0.17
521,-9.17,-1.379,0.139,-0.547,0.178,-0.168
522,-9.28,-1.398,0.134,-0.567,0.21,-0.163
523,-9.419,-1.432,0.124,-0.591,0.239,-0.153
524,-9.51,-1.46,0.105,-0.607,0.251,-0.144
525,-9.606,-1.489,0.11,-0.622,0.254,-0.134
526,-9.706,-1.523,0.096,-0.641,0.246,-0.117
527,-9.764,-1.542,0.091,-0.653,0.229,-0.102
528,-9.84,-1.561,0.086,-0.667,0.195,-0.081
529,-9.864,-1.585,0.105,-0.676,0.161,-0.065
530,-9.874,-1.604,0.105,-0.684,0.122,-0.047
531,-9.859,-1.633,0.086,-0.69,0.063,-0.024
532,-9.831,-1.642,0.096,-0.693,0.016,-0.006
533,-9.787,-1.652,0.11,-0.693,-0.035,0.01
534,-9.701,-1.657,0.129,-0.69,-0.105,0.032
535,-9.61,-1.657,0.139,-0.685,-0.159,0.048
536,-9.481,-1.657,0.153,-0.676,-0.228,0.066
537,-9.371,-1.652,0.168,-0.667,-0.278,0.078
538,-9.251,-1.638,0.182,-0.657,-0.324,0.089
539,-9.079,-1.618,0.211,-0.642,-0.379,0.102
540,-8.94,-1.599,0.225,-0.63,-0.414,0.11
541,-8.792,-1.571,0.244,-0.618,-0.443,0.117
542,-8.595,-1.532,0.259,-0.604,-0.473,0.125
543,-8.452,-1.508,0.263,-0.593,-0.487,0.13
544,-8.25,-1.47,0.292,-0.581,-0.497,0.135
545,-8.112,-1.441,0.306,-0.574,-0.497,0.137
546,-7.968,-1.408,0.316,-0.569,-0.492,0.14
547,-7.781,-1.369,0.321,-0.565,-0.475,0.143
548,-7.642,-1.336,0.34,-0.564,-0.455,0.144
549,-7.527,-1.302,0.345,-0.565,-0.432,0.145
550,-7.374,-1.255,0.359,-0.57,-0.395,0.146
551,-7.274,-1.226,0.369,-0.575,-0.365,0.146
552,-7.183,-1.202,0.378,-0.583,-0.333,0.145
553,-7.077,-1.168,0.393,-0.597,-0.289,0.143
554,-7.025,-1.144,0.407,-0.609,-0.256,0.141
555,-6.967,-1.12,0.412,-0.628,-0.213,0.138
556,-6.929,-1.101,0.421,-0.645,-0.182,0.135
557,-6.91,-1.092,0.426,-0.664,-0.152,0.132
558,-6.905,-1.082,0.431,-0.692,-0.115,0.128
559,-6.91,-1.087,0.455,-0.714,-0.089,0.125
560,-6.924,-1.092,0.474,-0.738,-0.065,0.122
561,-7.063,-1.144,0.522,-0.86,0.023,0.115
562,-7.101,-1.168,0.532,-0.887,0.037,0.116
563,-7.163,-1.211,0.555,-0.923,0.053,0.118
564,-7.207,-1.245,0.584,-0.948,0.063,0.12
565,-7.245,-1.288,0.618,-0.973,0.071,0.124
566,-7.312,-1.341,0.642,-1.004,0.08,0.13
567,-7.369,-1.384,0.675,-1.026,0.086,0.135
568,-7.432,-1.441,0.685,-1.052,0.093,0.143
569,-7.475,-1.489,0.699,-1.07,0.098,0.15
570,-7.513,-1.532,0.713,-1.085,0.102,0.158
571,-7.566,-1.599,0.752,-1.102,0.108,0.171
572,-7.59,-1.642,0.761,-1.114,0.111,0.181
573,-7.618,-1.686,0.776,-1.122,0.114,0.193
574,-7.652,-1.738,0.814,-1.129,0.117,0.209
575,-7.666,-1.781,0.824,-1.132,0.118,0.223
576,-7.671,-1.815,0.838,-1.132,0.118,0.238
577,-7.671,-1.853,0.862,-1.127,0.115,0.259
578,-7.661,-1.872,0.881,-1.12,0.112,0.275
579,-7.652,-1.887,0.905,-1.112,0.106,0.292
580,-7.623,-1.906,0.934,-1.096,0.096,0.314
581,-7.604,-1.915,0.958,-1.081,0.087,0.331
582,-7.58,-1.92,0.977,-1.06,0.074,0.351
583,-7.566,-1.93,0.986,-1.044,0.065,0.366
584,-7.542,-1.93,1.001,-1.026,0.058,0.38
585,-7.532,-1.935,1.006,-1.003,0.053,0.397
586,-7.537,-1.939,0.996,-0.988,0.055,0.407
587,-7.551,-1.935,0.991,-0.975,0.064,0.417
588,-7.599,-1.944,0.986,-0.961,0.089,0.428
589,-7.657,-1.944,0.977,-0.953,0.118,0.434
590,-7.733,-1.949,0.972,-0.95,0.155,0.441
591,-7.867,-1.958,0.982,-0.95,0.22,0.449
592,-7.992,-1.978,0.972,-0.954,0.279,0.455
593,-8.135,-1.992,0.958,-0.961,0.347,0.462
594,-8.361,-2.016,0.939,-0.975,0.449,0.471
595,-8.538,-2.035,0.939,-0.987,0.532,0.479
596,-8.734,-2.054,0.939,-1.001,0.619,0.489
597,-9.031,-2.083,0.919,-1.021,0.737,0.504
598,-9.27,-2.102,0.895,-1.036,0.824,0.518
599,-9.596,-2.136,0.852,-1.055,0.935,0.538
600,-9.845,-2.16,0.833,-1.068,1.012,0.555
601,-10.099,-2.179,0.819,-1.08,1.079,0.572
602,-10.434,-2.184,0.814,-1.091,1.152,0.596
603,-10.659,-2.179,0.761,-1.095,1.191,0.616
604,-10.865,-2.174,0.737,-1.095,1.219,0.635
605,-11.1,-2.155,0.713,-1.09,1.229,0.663
606,-11.238,-2.14,0.694,-1.082,1.217,0.685
607,-11.344,-2.112,0.699,-1.068,1.185,0.706
608,-11.43,-2.049,0.699,-1.044,1.109,0.734
609,-11.435,-1.992,0.704,-1.021,1.029,0.753
610,-11.416,-1.92,0.718,-0.992,0.931,0.771
611,-11.325,-1.8,0.718,-0.948,0.775,0.792
612,-11.229,-1.705,0.728,-0.909,0.643,0.805
613,-11.037,-1.571,0.733,-0.854,0.454,0.817
614,-10.865,-1.46,0.723,-0.81,0.307,0.821
615,-10.664,-1.35,0.709,-0.766,0.161,0.822
616,-10.372,-1.202,0.699,-0.709,-0.026,0.816
617,-10.132,-1.097,0.685,-0.67,-0.155,0.808
618,-9.883,-0.996,0.68,-0.633,-0.271,0.794
619,-9.548,-0.867,0.68,-0.593,-0.398,0.77
620,-8.48,-0.484,0.599,-0.531,-0.532,0.642
621,-8.212,-0.393,0.584,-0.534,-0.477,0.593
622,-8.035,-0.326,0.575,-0.541,-0.409,0.556
623,-7.896,-0.273,0.575,-0.552,-0.32,0.518
624,-7.767,-0.23,0.551,-0.573,-0.174,0.468
625,-7.719,-0.215,0.551,-0.591,-0.048,0.43
626,-7.728,-0.206,0.555,-0.618,0.138,0.38
627,-7.786,-0.22,0.546,-0.639,0.285,0.344
628,-7.891,-0.249,0.551,-0.661,0.435,0.309
629,-8.092,-0.302,0.57,-0.69,0.634,0.265
630,-8.294,-0.359,0.57,-0.711,0.778,0.235
631,-8.547,-0.426,0.565,-0.731,0.914,0.206
632,-8.93,-0.522,0.555,-0.755,1.079,0.172
633,-9.256,-0.603,0.541,-0.772,1.186,0.15
634,-9.601,-0.68,0.546,-0.787,1.278,0.131
635,-10.075,-0.785,0.536,-0.803,1.372,0.112
636,-10.448,-0.852,0.584,-0.814,1.419,0.103
637,-10.822,-0.919,0.565,-0.822,1.445,0.098
638,-11.286,-1.01,0.469,-0.83,1.458,0.096
639,-11.631,-1.082,0.436,-0.833,1.452,0.099
640,-12.048,-1.164,0.393,-0.835,1.42,0.108
641,-12.34,-1.211,0.378,-0.835,1.376,0.118
642,-12.598,-1.264,0.35,-0.833,1.317,0.129
643,-12.9,-1.322,0.311,-0.83,1.217,0.146
644,-13.087,-1.35,0.297,-0.827,1.129,0.16
645,-13.23,-1.374,0.268,-0.822,1.031,0.176
646,-13.374,-1.403,0.225,-0.81,0.891,0.197
647,-13.441,-1.413,0.239,-0.797,0.778,0.213
648,-13.475,-1.413,0.254,-0.78,0.659,0.228
649,-13.441,-1.422,0.273,-0.753,0.495,0.248
650,-13.384,-1.427,0.302,-0.73,0.37,0.262
651,-13.293,-1.427,0.33,-0.705,0.248,0.274
652,-13.125,-1.427,0.369,-0.67,0.092,0.288
653,-12.972,-1.422,0.402,-0.643,-0.017,0.296
654,-12.723,-1.422,0.45,-0.607,-0.149,0.303
655,-12.522,-1.417,0.498,-0.579,-0.236,0.306
656,-12.301,-1.403,0.546,-0.553,-0.31,0.307
657,-11.99,-1.393,0.618,-0.517,-0.39,0.307
658,-11.746,-1.384,0.666,-0.491,-0.435,0.304
659,-11.497,-1.355,0.723,-0.466,-0.468,0.3
660,-11.152,-1.336,0.79,-0.434,-0.492,0.293
661,-10.898,-1.312,0.838,-0.41,-0.496,0.287
662,-10.563,-1.279,0.886,-0.381,-0.481,0.276
663,-10.324,-1.255,0.915,-0.359,-0.455,0.267
664,-9.438,-1.188,0.996,-0.276,-0.231,0.219
665,-9.256,-1.173,1.015,-0.253,-0.137,0.202
666,-9.141,-1.164,1.034,-0.236,-0.064,0.189
667,-9.036,-1.149,1.034,-0.216,0.034,0.17
668,-8.988,-1.144,1.049,-0.202,0.107,0.155
669,-8.969,-1.125,1.034,-0.19,0.177,0.141
670,-8.973,-1.097,1.034,-0.176,0.266,0.125
671,-9.007,-1.073,1.03,-0.166,0.329,0.113
672,-9.06,-1.049,1.01,-0.159,0.385,0.103
673,-9.146,-1.02,0.986,-0.153,0.449,0.091
674,-9.227,-1.01,0.962,-0.152,0.489,0.085
675,-9.318,-0.986,0.934,-0.153,0.52,0.078
676,-9.448,-0.972,0.9,-0.159,0.549,0.073
677,-9.538,-0.953,0.871,-0.167,0.561,0.07
678,-9.668,-0.939,0.828,-0.18,0.562,0.07
679,-9.749,-0.924,0.804,-0.191,0.553,0.072
680,-9.816,-0.91,0.79,-0.204,0.535,0.075
681,-9.902,-0.891,0.766,-0.222,0.498,0.081
682,-9.95,-0.891,0.747,-0.235,0.463,0.087
683,-9.984,-0.891,0.733,-0.248,0.421,0.093
684,-10.003,-0.915,0.713,-0.266,0.357,0.101
685,-9.989,-0.929,0.69,-0.278,0.305,0.106
686,-9.96,-0.943,0.69,-0.289,0.252,0.11
687,-9.902,-0.958,0.699,-0.301,0.179,0.114
688,-9.85,-0.967,0.709,-0.309,0.124,0.115
689,-9.773,-0.982,0.718,-0.315,0.071,0.116
690,-9.649,-0.986,0.723,-0.321,0.003,0.114
691,-9.548,-0.996,0.742,-0.323,-0.045,0.112
692,-9.404,-1.006,0.766,-0.324,-0.101,0.108
693,-9.285,-1.01,0.776,-0.323,-0.139,0.104
694,-9.16,-1.01,0.79,-0.321,-0.171,0.099
695,-8.988,-1.01,0.809,-0.317,-0.205,0.091
696,-8.854,-1.01,0.819,-0.313,-0.225,0.086
697,-8.729,-0.996,0.824,-0.309,-0.239,0.08
698,-8.557,-0.986,0.828,-0.304,-0.25,0.072
699,-8.428,-0.977,0.838,-0.3,-0.254,0.064
700,-8.265,-0.958,0.848,-0.296,-0.251,0.055
701,-8.145,-0.948,0.852,-0.294,-0.246,0.048
702,-8.035,-0.943,0.871,-0.292,-0.239,0.039
703,-7.901,-0.934,0.891,-0.29,-0.226,0.027
704,-7.81,-0.924,0.9,-0.29,-0.216,0.017
705,-7.728,-0.919,0.919,-0.289,-0.205,0.007
706,-7.633,-0.91,0.924,-0.29,-0.189,-0.008
707,-7.575,-0.9,0.924,-0.292,-0.176,-0.019
708,-7.508,-0.886,0.905,-0.295,-0.159,-0.034
709,-7.465,-0.876,0.905,-0.299,-0.146,-0.045
710,-7.436,-0.857,0.91,-0.304,-0.133,-0.057
711,-7.403,-0.838,0.91,-0.313,-0.117,-0.072
712,-7.389,-0.833,0.924,-0.322,-0.104,-0.082
713,-7.379,-0.828,0.919,-0.331,-0.093,-0.092
714,-7.379,-0.824,0.905,-0.345,-0.078,-0.104
715,-7.379,-0.819,0.895,-0.357,-0.067,-0.112
716,-7.441,-0.819,0.852,-0.42,-0.029,-0.142
717,-7.465,-0.819,0.862,-0.435,-0.026,-0.147
718,-7.489,-0.828,0.857,-0.453,-0.026,-0.153
719,-7.513,-0.833,0.862,-0.467,-0.029,-0.157
720,-7.532,-0.848,0.867,-0.48,-0.035,-0.162
721,-7.556,-0.871,0.891,-0.498,-0.048,-0.167
722,-7.57,-0.895,0.9,-0.512,-0.06,-0.172
723,-7.575,-0.924,0.895,-0.529,-0.079,-0.178
724,-7.58,-0.943,0.905,-0.543,-0.094,-0.183
725,-7.58,-0.967,0.91,-0.555,-0.11,-0.188
726,-7.57,-0.986,0.915,-0.571,-0.131,-0.195
727,-7.566,-1.006,0.91,-0.582,-0.145,-0.2
728,-7.556,-1.044,0.895,-0.596,-0.159,-0.206
729,-7.561,-1.053,0.881,-0.604,-0.164,-0.209
730,-7.566,-1.073,0.862,-0.611,-0.165,-0.213
731,-7.58,-1.092,0.838,-0.618,-0.157,-0.216
732,-7.604,-1.097,0.814,-0.62,-0.145,-0.217
733,-7.638,-1.087,0.781,-0.621,-0.129,-0.217
734,-7.685,-1.077,0.757,-0.619,-0.102,-0.215
735,-7.714,-1.068,0.742,-0.615,-0.08,-0.213
736,-7.767,-1.039,0.737,-0.608,-0.051,-0.209
737,-7.8,-1.01,0.723,-0.602,-0.033,-0.205
738,-7.824,-0.982,0.709,-0.593,-0.018,-0.202
739,-7.863,-0.948,0.694,-0.581,-0.007,-0.199
740,-7.877,-0.924,0.685,-0.573,-0.007,-0.197
741,-7.891,-0.9,0.666,-0.561,-0.018,-0.197
742,-7.901,-0.886,0.656,-0.554,-0.034,-0.199
743,-7.91,-0.867,0.632,-0.548,-0.056,-0.203
744,-7.915,-0.848,0.608,-0.544,-0.095,-0.21
745,-7.925,-0.833,0.594,-0.543,-0.127,-0.218
746,-7.939,-0.833,0.551,-0.547,-0.173,-0.231
747,-7.944,-0.828,0.536,-0.553,-0.207,-0.243
748,-7.963,-0.819,0.508,-0.563,-0.238,-0.255
749,-7.992,-0.824,0.479,-0.58,-0.274,-0.273
750,-8.193,-0.891,0.431,-0.668,-0.308,-0.337
751,-8.289,-0.919,0.412,-0.7,-0.289,-0.356
752,-8.384,-0.953,0.383,-0.724,-0.266,-0.37
753,-8.485,-0.986,0.359,-0.747,-0.236,-0.384
754,-8.643,-1.02,0.34,-0.774,-0.187,-0.402
755,-8.782,-1.044,0.326,-0.792,-0.143,-0.414
756,-8.978,-1.068,0.292,-0.812,-0.08,-0.427
757,-9.141,-1.073,0.259,-0.824,-0.029,-0.434
758,-9.313,-1.077,0.225,-0.832,0.022,-0.439
759,-9.567,-1.068,0.187,-0.84,0.086,-0.442
760,-9.759,-1.044,0.168,-0.842,0.127,-0.441
761,-9.946,-1.001,0.163,-0.842,0.16,-0.439
762,-10.171,-0.948,0.077,-0.839,0.191,-0.432
763,-10.324,-0.895,0.019,-0.833,0.204,-0.424
764,-10.506,-0.824,-0.043,-0.821,0.203,-0.41
765,-10.625,-0.766,-0.043,-0.81,0.184,-0.398
766,-10.716,-0.709,-0.062,-0.798,0.149,-0.386
767,-10.807,-0.642,-0.086,-0.78,0.078,-0.369
768,-10.841,-0.594,-0.11,-0.765,0.008,-0.357
769,-10.851,-0.522,-0.11,-0.746,-0.106,-0.341
770,-10.822,-0.484,-0.158,-0.732,-0.205,-0.331
771,-10.769,-0.445,-0.206,-0.719,-0.307,-0.322
772,-10.673,-0.412,-0.215,-0.702,-0.451,-0.313
773,-10.582,-0.393,-0.211,-0.689,-0.562,-0.31
774,-10.439,-0.378,-0.206,-0.676,-0.706,-0.31
775,-10.305,-0.378,-0.196,-0.666,-0.808,-0.313
776,-10.171,-0.383,-0.182,-0.657,-0.902,-0.319
777,-9.984,-0.393,-0.139,-0.646,-1.01,-0.332
778,-9.404,-0.517,0.014,-0.611,-1.182,-0.405
779,-9.27,-0.579,0.067,-0.602,-1.171,-0.434
780,-9.194,-0.632,0.11,-0.595,-1.141,-0.458
781,-9.127,-0.709,0.158,-0.586,-1.075,-0.49
782,-9.103,-0.766,0.187,-0.58,-1.006,-0.515
783,-9.112,-0.814,0.206,-0.576,-0.923,-0.539
784,-9.175,-0.881,0.225,-0.57,-0.792,-0.568
785,-9.251,-0.939,0.239,-0.566,-0.683,-0.586
786,-9.39,-1.01,0.254,-0.561,-0.527,-0.608
787,-9.534,-1.058,0.263,-0.557,-0.406,-0.62
788,-9.706,-1.101,0.263,-0.553,-0.285,-0.628
789,-9.965,-1.154,0.268,-0.545,-0.129,-0.633
790,-10.171,-1.183,0.249,-0.538,-0.019,-0.633
791,-10.4,-1.207,0.23,-0.53,0.082,-0.628
792,-10.712,-1.231,0.206,-0.517,0.198,-0.615
793,-10.946,-1.255,0.187,-0.504,0.269,-0.603
794,-11.258,-1.279,0.163,-0.487,0.336,-0.582
795,-11.487,-1.293,0.139,-0.474,0.363,-0.563
796,-11.708,-1.307,0.105,-0.459,0.373,-0.543
797,-11.985,-1.317,0.077,-0.438,0.357,-0.515
798,-12.163,-1.331,0.057,-0.423,0.324,-0.494
799,-12.321,-1.336,0.038,-0.409,0.274,-0.472
800,-12.498,-1.341,0.0,-0.392,0.185,-0.444
801,-12.598,-1.346,-0.029,-0.381,0.105,-0.424
802,-12.684,-1.346,-0.057,-0.368,-0.018,-0.398
803,-12.708,-1.346,-0.057,-0.36,-0.117,-0.38
804,-12.694,-1.341,-0.057,-0.353,-0.221,-0.363
805,-12.627,-1.341,-0.053,-0.346,-0.361,-0.341
806,-12.55,-1.341,-0.024,-0.341,-0.465,-0.326
807,-12.397,-1.346,0.019,-0.335,-0.599,-0.307
808,-11.612,-1.413,0.201,-0.304,-0.928,-0.26
809,-11.334,-1.446,0.273,-0.288,-0.982,-0.251
810,-11.123,-1.47,0.311,-0.275,-1.005,-0.245
811,-10.913,-1.489,0.345,-0.26,-1.013,-0.24
812,-10.64,-1.523,0.397,-0.237,-1.0,-0.236
813,-10.453,-1.547,0.426,-0.216,-0.971,-0.234
814,-10.214,-1.575,0.455,-0.187,-0.914,-0.232
815,-10.051,-1.585,0.474,-0.164,-0.856,-0.23
816,-9.893,-1.595,0.484,-0.138,-0.787,-0.228
817,-9.716,-1.585,0.474,-0.101,-0.681,-0.225
818,-9.601,-1.571,0.46,-0.071,-0.593,-0.222
819,-9.524,-1.537,0.436,-0.04,-0.5,-0.215
820,-9.438,-1.47,0.378,0.001,-0.371,-0.203
821,-9.414,-1.465,0.359,0.034,-0.271,-0.192
822,-9.409,-1.398,0.316,0.081,-0.142,-0.177
823,-9.428,-1.326,0.287,0.118,-0.052,-0.161
824,-9.467,-1.264,0.263,0.154,0.033,-0.143
825,-9.543,-1.197,0.201,0.196,0.131,-0.118
826,-9.615,-1.14,0.139,0.222,0.192,-0.101
827,-9.697,-1.068,0.062,0.241,0.243,-0.083
828,-9.807,-0.972,-0.038,0.259,0.292,-0.06
829,-9.902,-0.9,-0.105,0.267,0.315,-0.043
830,-10.032,-0.814,-0.187,0.27,0.325,-0.023
831,-10.127,-0.752,-0.23,0.269,0.316,-0.008
832,-10.218,-0.694,-0.268,0.266,0.295,0.004
833,-10.319,-0.642,-0.33,0.257,0.247,0.016
834,-10.386,-0.599,-0.354,0.248,0.199,0.021
835,-10.439,-0.57,-0.397,0.236,0.142,0.023
836,-10.487,-0.517,-0.45,0.215,0.056,0.021
837,-10.511,-0.484,-0.484,0.195,-0.014,0.016
838,-10.52,-0.455,-0.517,0.171,-0.085,0.009
839,-10.501,-0.402,-0.541,0.134,-0.177,-0.003
840,-10.477,-0.369,-0.551,0.102,-0.243,-0.013
841,-10.424,-0.321,-0.541,0.055,-0.323,-0.025
842,-10.372,-0.278,-0.536,0.016,-0.375,-0.034
843,-10.017,-0.168,-0.46,-0.187,-0.514,-0.07
844,-9.926,-0.153,-0.441,-0.233,-0.52,-0.076
845,-9.835,-0.139,-0.421,-0.279,-0.518,-0.081
846,-9.706,-0.134,-0.402,-0.343,-0.503,-0.087
847,-9.606,-0.124,-0.378,-0.391,-0.483,-0.09
848,-9.486,-0.12,-0.345,-0.452,-0.448,-0.092
849,-9.395,-0.115,-0.311,-0.495,-0.418,-0.093
850,-9.318,-0.115,-0.283,-0.534,-0.384,-0.093
851,-9.213,-0.115,-0.235,-0.58,-0.339,-0.092
852,-9.141,-0.124,-0.196,-0.609,-0.307,-0.091
853,-9.045,-0.148,-0.168,-0.642,-0.268,-0.093
854,-8.983,-0.172,-0.134,-0.663,-0.242,-0.097
855,-8.921,-0.206,-0.101,-0.679,-0.222,-0.104
856,-8.839,-0.259,-0.081,-0.695,-0.203,-0.118
857,-8.782,-0.297,-0.077,-0.702,-0.195,-0.133
858,-8.71,-0.33,-0.053,-0.707,-0.195,-0.159
859,-8.696,-0.158,-0.034,-0.706,-0.203,-0.175
860,-8.686,-0.091,-0.024,-0.699,-0.218,-0.178
861,-8.643,-0.168,-0.053,-0.698,-0.242,-0.18
862,-8.595,-0.259,-0.072,-0.704,-0.263,-0.187
863,-8.538,-0.359,-0.12,-0.715,-0.292,-0.202
864,-8.485,-0.421,-0.144,-0.724,-0.312,-0.216
865,-8.442,-0.479,-0.139,-0.732,-0.337,-0.236
866,-8.418,-0.508,-0.105,-0.735,-0.355,-0.251
867,-8.399,-0.503,-0.072,-0.733,-0.373,-0.265
868,-8.38,-0.469,0.005,-0.727,-0.393,-0.276
869,-8.37,-0.46,0.038,-0.719,-0.405,-0.278
870,-8.284,-0.622,0.086,-0.669,-0.393,-0.258
871,-8.255,-0.69,0.101,-0.659,-0.378,-0.252
872,-8.217,-0.785,0.101,-0.643,-0.354,-0.247
873,-8.193,-0.848,0.129,-0.629,-0.334,-0.245
874,-8.179,-0.91,0.153,-0.613,-0.315,-0.245
875,-8.155,-0.986,0.196,-0.586,-0.291,-0.248
876,-8.145,-1.01,0.249,-0.56,-0.275,-0.252
877,-8.145,-0.982,0.306,-0.533,-0.264,-0.253
878,-8.155,-0.986,0.34,-0.494,-0.253,-0.248
879,-8.155,-1.015,0.354,-0.462,-0.247,-0.243
880,-8.14,-1.073,0.378,-0.418,-0.241,-0.239
881,-8.126,-1.125,0.402,-0.386,-0.238,-0.239
882,-8.116,-1.178,0.421,-0.353,-0.238,-0.24
883,-8.112,-1.216,0.426,-0.311,-0.239,-0.244
884,-8.107,-1.231,0.431,-0.279,-0.242,-0.247
885,-8.112,-1.25,0.45,-0.236,-0.245,-0.25
886,-8.112,-1.269,0.464,-0.205,-0.249,-0.251
887,-8.116,-1.293,0.469,-0.173,-0.252,-0.252
888,-8.112,-1.326,0.479,-0.133,-0.254,-0.255
889,-8.116,-1.341,0.498,-0.104,-0.255,-0.256
890,-8.135,-1.365,0.498,-0.069,-0.253,-0.256
891,-8.145,-1.379,0.493,-0.044,-0.25,-0.255
892,-8.155,-1.398,0.503,-0.02,-0.245,-0.255
893,-8.169,-1.432,0.503,0.01,-0.234,-0.254
894,-8.179,-1.451,0.503,0.03,-0.225,-0.252
895,-8.198,-1.47,0.508,0.05,-0.214,-0.252
896,-8.231,-1.504,0.508,0.072,-0.197,-0.249
897,-8.274,-1.523,0.503,0.087,-0.182,-0.246
898,-8.337,-1.537,0.503,0.105,-0.16,-0.242
899,-8.384,-1.542,0.493,0.119,-0.142,-0.236
900,-8.442,-1.551,0.488,0.13,-0.123,-0.23
901,-8.528,-1.566,0.479,0.143,-0.096,-0.219
902,-8.586,-1.561,0.484,0.152,-0.075,-0.209
903,-8.633,-1.456,0.479,0.16,-0.054,-0.194
904,-8.724,-1.48,0.512,0.166,-0.029,-0.163
905,-8.763,-1.494,0.503,0.164,-0.013,-0.145
906,-8.825,-1.484,0.527,0.162,0.006,-0.121
907,-8.873,-1.465,0.551,0.16,0.015,-0.102
908,-8.911,-1.441,0.575,0.158,0.021,-0.081
909,-9.069,-1.379,0.761,0.159,-0.009,0.018
910,-9.088,-1.374,0.795,0.155,-0.021,0.037
911,-9.112,-1.365,0.809,0.146,-0.035,0.06
912,-9.127,-1.35,0.824,0.137,-0.041,0.077
913,-9.141,-1.341,0.833,0.124,-0.043,0.092
914,-9.16,-1.331,0.867,0.103,-0.04,0.112
915,-9.175,-1.322,0.881,0.084,-0.03,0.125
916,-9.184,-1.317,0.91,0.062,-0.016,0.136
917,-9.203,-1.307,0.943,0.03,0.012,0.148
918,-9.227,-1.298,0.977,0.005,0.04,0.156
919,-9.266,-1.293,1.001,-0.021,0.073,0.162
920,-9.313,-1.283,1.02,-0.057,0.125,0.168
921,-9.366,-1.279,1.03,-0.085,0.169,0.172
922,-9.409,-1.274,1.039,-0.112,0.216,0.175
923,-9.476,-1.279,1.049,-0.148,0.281,0.178
924,-9.515,-1.279,1.053,-0.174,0.33,0.18
925,-9.567,-1.279,1.068,-0.207,0.392,0.183
926,-9.61,-1.279,1.087,-0.229,0.434,0.186
927,-9.649,-1.269,1.097,-0.248,0.469,0.189
928,-9.687,-1.279,1.111,-0.266,0.503,0.194
929,-9.701,-1.283,1.135,-0.276,0.519,0.197
930,-9.701,-1.293,1.164,-0.28,0.523,0.201
931,-9.697,-1.293,1.178,-0.278,0.512,0.204
932,-9.673,-1.283,1.183,-0.27,0.491,0.205
933,-9.644,-1.279,1.183,-0.258,0.46,0.205
934,-9.586,-1.269,1.188,-0.236,0.405,0.205
935,-9.534,-1.259,1.188,-0.215,0.356,0.205
936,-9.476,-1.24,1.183,-0.191,0.3,0.204
